iB,TC,chr,phase,dali11,dali22,dapi11,lethality
iB_05461,TC013603,LGX,I,10,20,20,Low
iB_05462,TC013607,LGX,II,50,,30,Low
iB_05463,TC013608,LGX,I,22.22,22.22,20,Low
iB_05464,TC013614,LGX,I,40,40,70,Low
iB_05465,TC013622,LGX,I,70,100,30,Low
iB_05466,TC013623,LGX,I,40,50,0,Low
iB_05467,TC013628,LGX,I,10,30,30,Low
iB_05468,TC013631,LGX,I,60,60,40,Low
iB_05469,TC031494,LGX,I,90,100,20,High
iB_05470,TC013633,LGX,II,30,,0,Low
iB_05471,TC013635,LGX,I,10,12.5,60,Low
iB_05472,TC013645,LG5,I,60,60,40,Low
iB_05473,TC013650,LG5,I,50,87.5,10,Low
iB_05474,TC013655,LG5,I,50,60,30,Low
iB_05475,TC013660,LG5,I,10,30,40,Low
iB_05476,TC013682,LG5,I,30,40,50,Low
iB_05477,TC013689,LG5,I,30,100,0,Low
iB_05478,TC013699,LG5,I,30,50,50,Low
iB_05479,TC013700,LG5,I,20,30,10,Low
iB_05480,TC013702,LG5,I,0,20,60,Low
iB_05481,TC013703,LG5,I,40,100,0,Low
iB_05482,TC013717,LG5,I,60,70,0,Low
iB_05483,TC013718,LG5,I,30,50,10,Low
iB_05484,TC013723,LG5,I,30,62.5,30,Low
iB_05485,TC013735,LG5,I,20,20,10,Low
iB_05486,TC013741,LG5,I,0,30,40,Low
iB_05487,TC031140,LG5,I,10,20,30,Low
iB_05488,TC013745,LG5,I,20,30,40,Low
iB_05489,TC013749,LG5,I,40,40,20,Low
iB_05490,TC013751,LG5,I,33.33,44.44,40,Low
iB_05491,TC013752,LG5,I,30,30,20,Low
iB_05492,TC013762,LG5,I,30,40,50,Low
iB_05493,TC013770,LG5,I,20,50,50,Low
iB_05494,TC033050,LG5,I,50,50,20,Low
iB_05495,TC013779,LG5,II,50,,40,Low
iB_05496,TC013781,LG5,I,33.33,44.44,30,Low
iB_05497,TC013787,LG5,I,40,50,10,Low
iB_05498,TC033042,LG5,I,33.33,66.67,20,Low
iB_05499,TC013794,LG5,I,40,60,10,Low
iB_05500,TC013795,LG5,I,30,40,20,Low
iB_05501,TC033041,LG5,I,0,0,40,Low
iB_05502,TC033041,LG5,I,50,50,50,Low
iB_05503,TC013804,LG5,I,20,20,50,Low
iB_05504,TC013813,LG5,I,87.5,100,20,Low
iB_05505,TC013816,LG5,I,20,20,50,Low
iB_05506,TC013822,LG5,II,30,,10,Low
iB_05507,TC013824,LG5,I,40,40,20,Low
iB_05508,TC013827,LG5,I,40,50,20,Low
iB_05509,TC013837,LG5,I,50,50,30,Low
iB_05511,TC013844,LG5,I,10,20,40,Low
iB_05512,TC033027,LG5,II,40,,10,Low
iB_05513,TC013858,LG5,I,50,100,40,Low
iB_05514,TC013868,LG5,I,10,10,30,Low
iB_05515,TC013872,LG5,I,33.33,100,0,Low
iB_05516,TC013874,LG5,I,50,90,10,Low
iB_05517,TC013890,LG5,I,50,100,0,Low
iB_05518,TC032992,LG5,I,10,20,50,Low
iB_05519,TC032990,LG5,I,30,57.14,30,Low
iB_05520,TC032990,LG5,I,10,20,40,Low
iB_05521,TC013909,LG5,I,10,50,70,Low
iB_05522,TC013912,LG5,I,60,100,30,Low
iB_05523,TC013913,LG5,I,60,70,30,Low
iB_05524,TC013915,LG5,I,10,10,20,Low
iB_05525,TC013918,LG5,I,10,10,30,Low
iB_05526,TC013939,LG5,I,100,100,100,Yes
iB_05527,TC013942,LG5,I,0,10,20,Low
iB_05528,TC013944,LG5,I,50,-1,50,Low
iB_05529,TC013945,LG5,I,66.66666667,-1,40,Low
iB_05530,TC013949,LG5,I,20,20,60,Low
iB_05531,TC033026,LG5,I,70,70,50,Low
iB_05532,TC033031,LG5,II,20,,10,Low
iB_05533,TC013838,LG5,I,0,10,20,Low
iB_05534,TC013974,LG5,II,20,,20,Low
iB_05535,TC013978,LG5,I,20,20,10,Low
iB_05536,TC013982,LG5,I,0,0,10,Low
iB_05537,TC013987,LG5,I,30,-1,30,Low
iB_05538,TC013995,LG5,II,30,,20,Low
iB_05539,TC013996,LG5,II,50,,40,Low
iB_05540,TC013999,LG5,I,60,-1,20,Low
iB_05541,TC033046,LG5,II,40,,40,Low
iB_05542,TC033046,LG5,I,90,100,50,High
iB_05543,TC014017,LG5,I,40,100,10,Low
iB_05544,TC014024,LG5,I,20,80,20,Low
iB_05545,TC014032,LG5,I,0,0,10,Low
iB_05546,TC014042,LG5,I,0,10,20,Low
iB_05547,TC014046,LG5,I,0,12.5,30,Low
iB_05548,TC014056,LG5,I,100,-1,40,Yes
iB_05549,TC014065,LG5,I,20,-1,20,Low
iB_05550,TC014075,LG5,I,100,100,80,Yes
iB_05551,TC014081,LG5,I,100,100,44.44,Yes
iB_05552,TC014084,LG5,I,30,75,30,Low
iB_05553,TC014085,LG5,I,10,10,20,Low
iB_05554,TC014089,LG5,I,10,30,30,Low
iB_05556,TC014093,LG5,I,10,10,10,Low
iB_05557,TC014098,LG5,II,20,,40,Low
iB_05558,TC014099,LG5,I,50,-1,40,Low
iB_05559,TC014105,LG5,II,50,,30,Low
iB_05560,TC014109,LG5,I,100,100,90,Yes
iB_05561,TC014111,LG5,I,60,60,20,Low
iB_05562,TC014116,LG5,I,20,20,40,Low
iB_05563,TC013672,LG5,I,0,50,10,Low
iB_05564,TC014131,LG5,I,10,10,0,Low
iB_05565,TC014134,LG5,I,0,0,20,Low
iB_05566,TC014135,LG5,I,20,-1,60,Low
iB_05567,TC033082,LG5,I,50,-1,60,Low
iB_05568,TC014147,LG5,I,20,30,30,Low
iB_05569,TC014149,LG5,I,40,100,40,Low
iB_05570,TC014152,LG5,I,50,50,30,Low
iB_05571,TC014154,LG5,I,10,10,40,Low
iB_05572,TC014155,LG5,I,30,40,40,Low
iB_05573,TC014156,LG5,I,10,20,10,Low
iB_05574,TC014160,LG5,I,20,-1,40,Low
iB_05575,TC014161,LG5,I,40,-1,30,Low
iB_05576,TC014162,LG5,I,20,20,20,Low
iB_05577,TC014167,LGX,I,20,30,30,Low
iB_05578,TC014172,LGX,I,0,0,30,Low
iB_05579,TC014181,LGX,I,60,60,30,Low
iB_05580,TC031495,LGX,I,100,100,80,Yes
iB_05581,TC014184,LGX,I,22.22222222,-1,10,Low
iB_05582,TC031499,LGX,II,40,,40,Low
iB_05583,TC014196,LGX,I,30,-1,20,Low
iB_05584,TC014205,LGX,I,40,40,30,Low
iB_05585,TC014209,LGX,I,0,20,20,Low
iB_05586,TC014210,LGX,I,30,100,30,Low
iB_05587,TC014211,LGX,I,10,10,20,Low
iB_05588,TC014213,LGX,I,10,10,20,Low
iB_05589,TC014214,LGX,I,20,20,40,Low
iB_05590,TC030884,LGX,I,10,-1,40,Low
iB_05591,TC014237,LGX,I,10,-1,50,Low
iB_05592,TC014241,LGX,I,80,100,80,Low
iB_05593,TC014243,LGX,I,20,20,20,Low
iB_05594,TC014248,LGX,I,50,50,0,Low
iB_05595,TC014254,LGX,I,0,10,50,Low
iB_05596,TC014259,LGX,I,10,20,30,Low
iB_05597,TC014263,LG5,I,10,10,20,Low
iB_05598,TC014264,LG5,I,40,-1,10,Low
iB_05599,TC014274,LG5,I,50,-1,50,Low
iB_05600,TC014276,LG5,I,10,20,60,Low
iB_05601,TC014278,LG5,I,0,0,40,Low
iB_05602,TC014281,LG5,I,10,10,30,Low
iB_05603,TC014287,LG5,I,0,0,20,Low
iB_05604,TC014294,LG5,I,100,100,100,Yes
iB_05605,TC014296,LG5,I,60,-1,30,Low
iB_05606,TC014298,LG5,I,40,-1,40,Low
iB_05607,TC014308,LG5,I,80,100,20,Low
iB_05608,TC014322,LG5,I,10,10,30,Low
iB_05609,TC014328,LG5,I,0,10,30,Low
iB_05610,TC014330,LG5,I,0,12.5,10,Low
iB_05611,TC014333,LG5,I,0,20,10,Low
iB_05612,TC014334,LG5,I,80,100,10,Low
iB_05613,TC033135,LG5,I,,-1,30,Low
iB_05614,TC014346,LG5,I,,-1,40,Low
iB_05615,TC014348,LG5,I,10,20,60,Low
iB_05616,TC014361,LG5,I,10,20,30,Low
iB_05617,TC033147,LG5,I,0,0,20,Low
iB_05618,TC014373,LG5,I,0,0,10,Low
iB_05619,TC014379,LG5,I,0,0,70,Low
iB_05620,TC033150,LG5,I,0,0,30,Low
