iB,TC,chr,phase,dali11,dali22,dapi11,lethality
iB_07798,TC004839,LG2,II,90,,90,High
iB_07799,TC004834,LG2,II,100,,10,Yes
iB_07800,TC030553,LG2,II,30,,30,Low
iB_07807,TC016157,LG2,II/III,30,,,Low
iB_07810,TC031990,LG2,III,40,,30,Low
iB_07815,TC005009,LG2,II,70,,50,Low
iB_07820,TC004888,LG2,III,50,,10,Low
iB_07822,TC004889,LG2,III,20,,20,Low
iB_07824,TC004470,LG2,II,20,,30,Low
iB_07827,TC032020,LG2,II,70,,30,Low
iB_07830,TC004436,LG2,II,40,,20,Low
iB_07833,TC004975,LG2,II,70,,40,Low
iB_07836,TC000781,LG2,II,50,,0,Low
iB_07838,TC032037,LG2,II,40,,20,Low
iB_07840,TC032048,LG2,III,30,,20,Low
iB_07841,TC032050,LG2,II,71.42857143,,30,Low
iB_07846,TC032062,LG2,III,70,,50,Low
iB_07849,TC000850,LG2,III,60,,40,Low
iB_07850,TC032079,LG2,III,60,,0,Low
iB_07852,TC000701,LG2,II,80,,60,Low
iB_07853,TC032093,LG2,II,80,,70,Low
iB_07855,TC000882,LG2,II,70,,10,Low
iB_07856,TC000667,LG2,II,100,,70,Yes
iB_07860,TC000968,LG2,II,100,,100,Yes
iB_07862,TC000593,LG2,II,50,,30,Low
iB_07863,TC000577,LG2,II,100,,100,Yes
iB_07864,TC000574,LG2,II,30,,50,Low
iB_07865,TC001004,LG2,III,100,,10,Yes
iB_07866,TC001009,LG2,II,80,,0,Low
iB_07868,TC001017,LG2,II,100,,20,Yes
iB_07869,TC001027,LG2,II,40,,20,Low
iB_07870,TC001033,LG2,II,70,,20,Low
iB_07871,TC001040,LG2,II,60,,30,Low
iB_07872,TC000525,LG2,II,60,,30,Low
iB_07873,TC032153,LG2,II,50,,40,Low
iB_07874,TC001084,LG2,II,50,,50,Low
iB_07875,TC000468,LG2,II,50,,10,Low
iB_07876,TC001103,LG2,III,100,,40,Yes
iB_07877,TC032171,LG2,II/III,60,,,Low
iB_07878,TC001108,LG2,II,40,,30,Low
iB_07879,TC032174,LG2,II,40,,40,Low
iB_07881,TC001118,LG2,III,80,,0,Low
iB_07885,TC001152,LG2,II,30,,50,Low
iB_07886,TC000385,LG2,III,20,,30,Low
iB_07887,TC001170,LG2,II,40,,30,Low
iB_07888,TC011067,LG2,II,30,,40,Low
iB_07893,TC001200,LG2,II,60,,30,Low
iB_07894,TC001202,LG2,II,40,,60,Low
iB_07896,TC032220,LG2,II,80,,20,Low
iB_07897,TC032221,LG2,II,60,,50,Low
iB_07899,TC001240,LG2,III,30,,30,Low
iB_07900,TC001243,LG2,II,70,,30,Low
iB_07902,TC001275,LG2,II,40,,10,Low
iB_07903,TC001276,LG2,II,50,,40,Low
iB_07904,TC032241,LG2,II,40,,30,Low
iB_07909,TC000245,LG2,II,90,,100,High
iB_07911,TC000216,LG2,II,20,,40,Low
iB_07915,TC000202,LG2,II,50,,30,Low
iB_07916,TC001349,LG2,II,30,,40,Low
iB_07917,TC000183,LG2,II,20,,50,Low
iB_07918,TC001376,LG2,II,40,,20,Low
iB_07919,TC015149,LG6,III,40,,40,Low
iB_07925,TC003215,LG3,II,20,,40,Low
iB_07926,TC003231,LG3,II,10,,20,Low
iB_07929,TC003247,LG3,II,30,,30,Low
iB_07930,TC003196,LG3,III,20,,10,Low
iB_07931,TC003192,LG3,II,30,,50,Low
iB_07932,TC003173,LG3,II,20,,60,Low
iB_07934,TC003169,LG3,III,70,,20,Low
iB_07935,TC003142,LG3,II,20,,30,Low
iB_07938,TC016227,LG3,II,40,,0,Low
iB_07939,TC003336,LG3,II,10,,40,Low
iB_07940,TC016199,LG10,II,40,,40,Low
iB_07942,TC016227,LG10,II,40,,70,Low
iB_07943,TC003350,LG3,II,30,,100,Low
iB_07944,TC032344,LG3,II,50,,20,Low
iB_07945,TC003370,LG3,II,30,,0,Low
iB_07947,TC003373,LG3,II,50,,20,Low
iB_07948,TC001566,LG3,II,60,,0,Low
iB_07949,TC032348,LG3,II,20,,0,Low
iB_07950,TC001561,LG3,III,10,,20,Low
iB_07951,TC032359,LG3,II,20,,30,Low
iB_07952,TC003389,LG3,III,60,,20,Low
iB_07953,TC003390,LG3,II,50,,30,Low
iB_07954,TC034898,LG3,II,20,,10,Low
iB_07956,TC031425,LG3,II,10,,100,Low
iB_07957,TC003022,LG3,II,0,,0,Low
iB_07958,TC003415,LG3,II,30,,0,Low
iB_07959,TC003418,LG3,III,40,,0,Low
iB_07960,TC003427,LG3,II,70,,0,Low
iB_07961,TC003001,LG3,II,70,,20,Low
iB_07962,TC003447,LG3,III,50,,20,Low
iB_07964,TC032382,LG3,II,10,,10,Low
iB_07965,TC003465,LG3,II,40,,20,Low
iB_07966,TC002968,LG3,II,80,,100,Low
iB_07967,TC003476,LG3,II,20,,10,Low
iB_07968,TC003477,LG3,II,70,,30,Low
iB_07969,TC032390,LG3,II,30,,10,Low
iB_07970,TC002957,LG3,II,20,,0,Low
iB_07972,TC002940,LG3,III,80,,20,Low
iB_07973,TC003496,LG3,II,30,,10,Low
iB_07974,TC002930,LG3,II,40,,0,Low
iB_07975,TC002912,LG3,II,40,,10,Low
iB_07976,TC003545,LG3,III,40,,30,Low
iB_07977,TC032412,LG3,III,50,,20,Low
iB_07978,TC003561,LG3,III,80,,30,Low
iB_07980,TC003598,LG3,II,30,,0,Low
iB_07981,TC002838,LG3,II,40,,0,Low
iB_07982,TC011223,LG10,II,50,,30,Low
iB_07983,TC002813,LG3,II,40,,10,Low
iB_07985,TC002806,LG3,II,30,,20,Low
iB_07987,TC011037,LG10,III,100,,30,Yes
iB_07989,TC032464,LG3,II,100,,80,Yes
iB_07990,TC000093,LG3,III,50,,50,Low
iB_07991,TC000077,LG3,III,10,,10,Low
iB_07993,TC000103,LG3,II,70,,20,Low
iB_07994,TC011452,LG10,II,10,,20,Low
iB_07995,TC000125,LG3,II,20,,0,Low
iB_07997,TC000140,LG3,II,20,,20,Low
iB_07998,TC032479,LG2,II,33.33333333,,0,Low
iB_07999,TC002774,LG3,II,40,,20,Low
iB_08000,TC002763,LG3,II,77.77777778,,0,Low
iB_08001,TC011027,LG10,II,30,,0,Low
iB_08002,TC011026,LG10,II,30,,20,Low
iB_08003,TC002742,LG3,II,60,,10,Low
iB_08004,TC011025,LG10,II,100,,100,Yes
iB_08005,TC032491,LG3,III,70,,50,Low
iB_08006,TC032492,LG3,II,30,,10,Low
iB_08007,TC011458,LG10,II,40,,20,Low
iB_08008,TC002720,LG3,II,30,,0,Low
iB_08010,TC032499,LG3,II,20,,0,Low
iB_08011,TC032502,LG3,II,70,,10,Low
iB_08012,TC010523,LG3,II,40,,0,Low
iB_08013,TC011461,LG10,II,60,,100,Low
iB_08014,TC000031,LG3,II,40,,0,Low
iB_08015,TC002683,LG3,II,50,,20,Low
iB_08018,TC032541,LG3,II,30,,30,Low
iB_08020,TC002627,LG3,II,30,,10,Low
iB_08026,TC002585,LG3,II,100,,100,Yes
iB_08028,TC032588,LG3,II,40,,0,Low
iB_08029,TC010342,LG3,II,0,,20,Low
iB_08032,TC010334,LG3,II,10,,20,Low
iB_08034,TC034628,LG3,II,10,,0,Low
iB_08035,TC010999,LG3,II,70,,30,Low
iB_08036,TC002333,LG3,II,40,,70,Low
iB_08037,TC002142,LG3,II,30,,20,Low
iB_08039,TC002114,LG3,III,0,,40,Low
iB_08041,TC002531,LG3,II,80,,40,Low
iB_08042,TC032620,LG3,II,20,,10,Low
iB_08043,TC004376,LG3,II,50,,20,Low
iB_08044,TC002512,LG3,III,70,,70,Low
iB_08047,TC010473,LG3,II,30,,0,Low
iB_08049,TC032643,LG3,II,50,,10,Low
iB_08050,TC003935,LG3,II,30,,20,Low
iB_08051,TC032646,LG3,II,70,,30,Low
iB_08055,TC002437,LG3,II,40,,0,Low
iB_08056,TC031337,LG3,II,60,,20,Low
iB_08057,TC002414,LG3,III,50,,20,Low
iB_08058,TC016391,LG3,II,90,,20,High
iB_08059,TC034947,LG3,II,70,,10,Low
iB_08060,TC032693,LG3,II,70,,20,Low
iB_08061,TC032696,LG3,II,30,,0,Low
iB_08063,TC004365,LG10,II,40,,0,Low
iB_08070,TC004359,LG10,II,40,,30,Low
iB_08072,TC007710,LG4,II,20,,20,Low
iB_08074,TC032733,LG4,II,10,,20,Low
iB_08075,TC007802,LG4,II,20,,20,Low
iB_08076,TC007686,LG4,II,50,,50,Low
iB_08080,TC004399,LG10,II,60,,40,Low
iB_08082,TC007660,LG4,III,50,,70,Low
iB_08083,TC007659,LG4,II,30,,10,Low
iB_08085,TC007853,LG4,II,30,,20,Low
iB_08086,TC007856,LG4,II,70,,30,Low
iB_08088,TC032757,LG4,II,50,,40,Low
iB_08089,TC007616,LG4,II,70,,20,Low
iB_08090,TC007893,LG4,II,30,,10,Low
iB_08091,TC007608,LG4,II,30,,10,Low
iB_08093,TC007919,LG4,III,50,,10,Low
iB_08095,TC007583,LG4,II,70,,20,Low
iB_08096,TC007924,LG4,II,10,,10,Low
iB_08097,TC007575,LG4,III,70,,20,Low
iB_08100,TC032789,LG4,II,50,,0,Low
iB_08101,TC004670,LG4,III,40,,10,Low
iB_08102,TC007987,LG4,II,100,,80,Yes
iB_08103,TC007499,LG4,II,20,,20,Low
iB_08105,TC007492,LG4,II,30,,40,Low
iB_08108,TC008021,LG4,II,50,,20,Low
iB_08111,TC008051,LG4,II,50,,40,Low
iB_08113,TC008061,LG4,II,10,,50,Low
iB_08114,TC008066,LG4,III,70,,30,Low
iB_08115,TC007430,LG4,II,100,,100,Yes
iB_08117,TC008110,LG4,II,20,,30,Low
iB_08119,TC004682,LG4,II,80,,30,Low
iB_08120,TC007382,LG4,II,30,,30,Low
iB_08122,TC007373,LG4,II,50,,10,Low
iB_08123,TC007371,LG4,II,40,,20,Low
iB_08125,TC007353,LG4,II,30,,50,Low
iB_08130,TC007337,LG4,II,80,,80,Low
iB_08131,TC032829,LG4,II,10,,30,Low
iB_08132,TC007331,LG4,II,40,,10,Low
iB_08135,TC008191,LG4,II,50,,30,Low
iB_08136,TC007288,LG4,III,70,,40,Low
iB_08137,TC008198,LG4,II,30,,40,Low
iB_08138,TC008202,LG4,II,30,,10,Low
iB_08140,TC032846,LG4,II,40,,30,Low
iB_08142,TC008220,LG4,II,100,,50,Yes
iB_08143,TC032858,LG4,II,30,,50,Low
iB_08146,TC007227,LG4,II,20,,40,Low
iB_08147,TC007223,LG4,II,20,,60,Low
iB_08148,TC008255,LG4,II,10,,60,Low
iB_08150,TC007206,LG4,II,10,,30,Low
iB_08155,TC007177,LG4,II,10,,10,Low
iB_08156,TC008294,LG4,II,10,,10,Low
iB_08158,TC011547,LG4,II,100,,90,Yes
iB_08160,TC008320,LG4,III,30,,10,Low
iB_08161,TC008324,LG4,III,90,,50,High
iB_08163,TC007130,LG4,II,20,,50,Low
iB_08164,TC008353,LG4,II,40,,30,Low
iB_08167,TC008369,LG4,II,100,,10,Yes
iB_08168,TC007036,LG4,II,30,,90,Low
iB_08169,TC031474,LG4,II,50,,20,Low
iB_08170,TC008455,LG4,II,30,,0,Low
iB_08171,TC007053,LG4,II,40,,30,Low
iB_08172,TC008448,LG4,II,30,,60,Low
iB_08173,TC008444,LG4,III,80,,10,Low
iB_08174,TC007057,LG4,II,30,,30,Low
iB_08175,TC007080,LG4,II,100,,40,Yes
iB_08179,TC008383,LG4,II,20,,30,Low
iB_08180,TC008504,LG4,II,50,,30,Low
iB_08181,TC007011,LG4,II,40,,10,Low
iB_08184,TC013779,LG4,II,40,,30,Low
iB_08185,TC033279,LG4,II,10,,10,Low
iB_08188,TC030927,LG4,II,40,,50,Low
iB_08189,TC033924,LG4,II,80,,40,Low
iB_08191,TC016317,LG5,II,30,,30,Low
iB_08195,TC033012,LG5,II,10,,30,Low
iB_08196,TC010936,LG5,II,60,,30,Low
iB_08198,TC010929,LG5,II,60,,20,Low
iB_08200,TC013916,LG5,III,30,,20,Low
iB_08202,TC013917,LG5,II,20,,50,Low
iB_08205,TC013925,LG5,II,20,,10,Low
iB_08207,TC001613,LGX,II,50,,30,Low
iB_08208,TC033023,LG5,II,20,,40,Low
iB_08209,TC013937,LG5,II,50,,60,Low
iB_08211,TC033029,LG5,II,20,,40,Low
iB_08214,TC001630,LGX,II,60,,20,Low
iB_08215,TC013832,LG5,II,0,,20,Low
iB_08219,TC013997,LG5,II,10,,20,Low
iB_08222,TC013785,LG5,II,0,,50,Low
iB_08223,TC014014,LG5,III,60,,20,Low
iB_08224,TC033047,LG5,III,50,,0,Low
iB_08225,TC014022,LG5,II,20,,30,Low
iB_08228,TC030724,LG5,II,70,,90,Low
iB_08230,TC014041,LG5,II,30,,20,Low
iB_08231,TC033056,LG5,II,30,,40,Low
iB_08232,TC013759,LG5,II,60,,80,Low
iB_08233,TC014047,LG5,II,10,,40,Low
iB_08234,TC014049,LG5,II,10,,20,Low
iB_08236,TC013739,LG5,II,20,,20,Low
iB_08237,TC033069,LG5,II,10,,30,Low
iB_08238,TC013722,LG5,II,50,,30,Low
iB_08239,TC013713,LG5,II,40,,60,Low
iB_08240,TC013711,LG5,II,40,,30,Low
iB_08241,TC014083,LG5,II,50,,30,Low
iB_08242,TC013708,LG5,II,30,,60,Low
iB_08248,TC013687,LG5,II,70,,20,Low
iB_08251,TC014133,LG5,II,60,,20,Low
iB_08252,TC033086,LG5,II,60,,40,Low
iB_08254,TC014151,LG5,II,0,,20,Low
iB_08255,TC013654,LG5,II,30,,30,Low
iB_08257,TC034693,LG5,III,10,,40,Low
iB_08258,TC013647,LG5,II,40,,10,Low
iB_08259,TC013643,LG5,II,30,,30,Low
iB_08260,TC010431,LG5,II,50,,60,Low
iB_08263,TC010415,LG5,III,60,,10,Low
iB_08264,TC010454,LG5,III,20,,30,Low
iB_08265,TC010458,LG5,II,20,,30,Low
iB_08268,TC033103,LG5,II,40,,30,Low
iB_08269,TC013564,LG5,II,40,,80,Low
iB_08270,TC014247,LG5,II,50,,0,Low
iB_08272,TC014251,LG5,II,30,,30,Low
iB_08273,TC014257,LG5,II,30,,20,Low
iB_08275,TC033108,LG5,II,60,,30,Low
iB_08276,TC033110,LG5,II,20,,50,Low
iB_08277,TC014269,LG5,II,50,,30,Low
iB_08279,TC013532,LG5,II,40,,20,Low
iB_08280,TC014284,LG5,II,20,,0,Low
iB_08281,TC033117,LG5,II,50,,10,Low
iB_08282,TC013515,LG5,II,20,,0,Low
iB_08283,TC004160,LG5,II,0,,0,Low
iB_08284,TC013505,LG5,II,20,,0,Low
iB_08285,TC014301,LG5,II,20,,20,Low
iB_08291,TC033127,LG5,II,10,,10,Low
iB_08292,TC031354,LG5,II,50,,0,Low
iB_08294,TC033128,LG5,III,40,,20,Low
iB_08296,TC014321,LG5,II,40,,0,Low
iB_08298,TC014327,LG5,II,70,,60,Low
iB_08299,TC013469,LG5,II,30,,20,Low
iB_08300,TC014329,LG5,II,20,,20,Low
iB_08301,TC013465,LG5,II,50,,30,Low
iB_08303,TC030655,LG5,II,10,,20,Low
iB_08306,TC013453,LG5,II,40,,0,Low
iB_08308,TC033132,LG5,II,30,,10,Low
iB_08313,TC013428,LG5,II,30,,20,Low
iB_08316,TC013422,LG5,II,10,,20,Low
iB_08317,TC014375,LG5,II,50,,10,Low
iB_08319,TC014392,LG5,II,10,,10,Low
iB_08321,TC013410,LG5,II,10,,20,Low
iB_08323,TC014397,LG5,II,50,,10,Low
iB_08327,TC013642,LG5,II,60,,0,Low
iB_08331,TC014416,LG5,III,50,,70,Low
iB_08334,TC014424,LG5,II,40,,20,Low
iB_08335,TC033159,LG5,II,50,,10,Low
iB_08336,TC033162,LG5,II,20,,10,Low
iB_08338,TC030232,LG5,II,20,,20,Low
iB_08341,TC014459,LG5,II,50,,0,Low
iB_08342,TC014461,LG5,II,30,,0,Low
iB_08343,TC013349,LG5,II,10,,0,Low
iB_08344,TC013348,LG5,II,20,,90,Low
iB_08345,TC014468,LG5,II,30,,0,Low
iB_08349,TC013326,LG5,III,30,,10,Low
iB_08354,TC014177,LG5,II,20,,0,Low
iB_08356,TC013304,LG5,II,20,,10,Low
iB_08359,TC033184,LG5,II,30,,20,Low
iB_08363,TC031355,LG5,II,0,,0,Low
iB_08364,TC013252,LG5,II,0,,0,Low
iB_08365,TC033188,LG5,II,40,,0,Low
iB_08366,TC013235,LG5,II,60,,80,Low
iB_08367,TC013630,LG5,II,10,,0,Low
iB_08369,TC013230,LG5,II,50,,10,Low
iB_08370,TC014571,LG5,II,60,,0,Low
iB_08374,TC013217,LG5,II,20,,0,Low
iB_08381,TC014609,LG5,II,30,,10,Low
iB_08382,TC013626,LGX,II,20,,30,Low
iB_08383,TC013196,LG5,II,10,,10,Low
iB_08386,TC013193,LG5,II,0,,0,Low
iB_08387,TC033202,LG5,II,30,,30,Low
iB_08390,TC014630,LG5,II,20,,20,Low
iB_08391,TC033205,LG5,II,10,,11.11,Low
iB_08394,TC014639,LG5,II,22.22222222,,20,Low
iB_08398,TC033206,LG5,II,50,,10,Low
iB_08402,TC014650,LG5,II,30,,0,Low
iB_08404,TC014659,LG5,II,20,,0,Low
iB_08406,TC013151,LG5,II,70,,10,Low
iB_08408,TC030676,LG5,II,50,,18.18,Low
iB_08410,TC014676,LG5,II,20,,40,Low
iB_08414,TC014691,LG5,II,30,,0,Low
iB_08415,TC013123,LG5,II,60,,0,Low
iB_08416,TC031158,LG5,II,50,,0,Low
iB_08421,TC014705,LG5,II,50,,10,Low
iB_08426,TC013084,LG5,II,40,,10,Low
iB_08427,TC014732,LG5,II,40,,20,Low
iB_08430,TC014742,LG5,II,10,,0,Low
iB_08431,TC014750,LG5,II,30,,0,Low
iB_08432,TC013064,LG5,II,50,,30,Low
iB_08433,TC014754,LG5,III,70,,10,Low
iB_08436,TC013047,LG5,III,70,,10,Low
iB_08441,TC014770,LG5,II,30,,0,Low
iB_08443,TC033259,LG5,II,50,,0,Low
iB_08445,TC013021,LG5,II,30,,0,Low
iB_08447,TC033266,LG6,II,40,,10,Low
iB_08449,TC013006,LG5,II,30,,10,Low
iB_08453,TC010608,LG5,II,30,,0,Low
iB_08458,TC013601,LGX,II,20,,0,Low
iB_08461,TC033303,LG6,II,40,,10,Low
iB_08466,TC033308,LG6,II,50,,0,Low
iB_08468,TC015328,LG6,II,40,,0,Low
iB_08471,TC015414,LG6,II,50,,0,Low
iB_08472,TC015416,LG6,III,30,,20,Low
iB_08474,TC033316,LG6,II,50,,50,Low
iB_08477,TC033318,LG6,II,40,,10,Low
iB_08480,TC015298,LG6,II,50,,10,Low
iB_08482,TC033332,LG6,II,40,,0,Low
iB_08483,TC015441,LG6,II,60,,0,Low
iB_08485,TC015446,LG8,II,60,,0,Low
iB_08486,TC015261,LG8,III,30,,50,Low
iB_08488,TC033341,LG8,II,40,,0,Low
iB_08489,TC011028,LG10,II,60,,100,Low
iB_08496,TC031507,LG6,II,20,,10,Low
iB_08499,TC015205,LG6,II,100,,100,Yes
iB_08500,TC013585,LGX,II,30,,10,Low
iB_08501,TC015503,LG6,II,50,,10,Low
iB_08502,TC015506,LG6,II,70,,0,Low
iB_08503,TC015192,LG6,II,40,,20,Low
iB_08506,TC015537,LG6,II,40,,30,Low
iB_08507,TC015548,LG6,II,30,,50,Low
iB_08509,TC033365,LG6,II,30,,30,Low
iB_08515,TC014226,LGX,III,30,,40,Low
iB_08517,TC033375,LG6,II,40,,30,Low
iB_08518,TC015139,LG6,II,80,,20,Low
iB_08524,TC030906,LG6,II,30,,50,Low
iB_08529,TC015614,LG6,II,50,,0,Low
iB_08530,TC033406,LG6,II,20,,60,Low
iB_08532,TC015626,LG6,II,100,,100,Yes
iB_08533,TC015073,LG6,III,50,,10,Low
iB_08535,TC013573,LGX,III,60,,10,Low
iB_08536,TC015072,LG6,III,30,,20,Low
iB_08537,TC015635,LG6,II,10,,60,Low
iB_08539,TC015653,LG6,II,40,,40,Low
iB_08541,TC015048,LG6,II,30,,50,Low
iB_08542,TC015038,LG6,II,30,,50,Low
iB_08547,TC033425,LG6,III,10,,10,Low
iB_08548,TC015022,LG6,II,70,,60,Low
iB_08549,TC015669,LG6,II,10,,30,Low
iB_08550,TC015700,LG6,II,30,,30,Low
iB_08551,TC015709,LG6,III,30,,20,Low
iB_08552,TC033431,LG6,II,90,,80,High
iB_08553,TC015731,LG6,II,100,,80,Yes
iB_08554,TC014965,LG6,III,30,,10,Low
iB_08558,TC004734,LGX,II,40,,70,Low
iB_08559,TC004733,LGX,II,40,,30,Low
iB_08561,TC004632,LGX,II,20,,20,Low
iB_08565,TC014905,LG6,III,40,,30,Low
iB_08567,TC033454,LG6,II,0,,50,Low
iB_08568,TC033455,LG6,III,70,,20,Low
iB_08571,TC015816,LG6,III,70,,50,Low
iB_08572,TC015824,LG6,III,30,,10,Low
iB_08573,TC014894,LG6,II,80,,100,Low
iB_08574,TC015827,LG6,II,30,,50,Low
iB_08575,TC004647,LGX,II,40,,30,Low
iB_08577,TC033466,LG6,II,20,,30,Low
iB_08578,TC033467,LG6,II,50,,50,Low
iB_08579,TC014868,LG6,II,10,,20,Low
iB_08587,TC009420,LG7,II,20,,50,Low
iB_08588,TC033514,LG7,II,0,,70,Low
iB_08590,TC009422,LG7,II,20,,50,Low
iB_08594,TC009378,LG7,II,20,,30,Low
iB_08595,TC031360,LG7,II,40,,11.11,Low
iB_08598,TC033521,LG7,II,100,,70,Yes
iB_08599,TC009363,LG7,II,20,,20,Low
iB_08602,TC030257,LG7,II,20,,30,Low
iB_08603,TC009453,LG7,III,60,,10,Low
iB_08606,TC009356,LG7,II,20,,30,Low
iB_08607,TC009355,LG7,III,40,,20,Low
iB_08610,TC009340,LG7,II,10,,60,Low
iB_08611,TC004636,LGX,II,40,,10,Low
iB_08614,TC011201,LG7,II,20,,30,Low
iB_08615,TC009322,LG7,II,60,,80,Low
iB_08616,TC009490,LG7,II,30,,10,Low
iB_08617,TC009319,LG7,II,10,,30,Low
iB_08618,TC009496,LG7,II,30,,30,Low
iB_08619,TC009314,LG7,II,20,,20,Low
iB_08620,TC009309,LG7,II,30,,20,Low
iB_08621,TC033552,LG7,II,30,,20,Low
iB_08625,TC009298,LG7,II,10,,30,Low
iB_08626,TC009295,LG7,II,60,,0,Low
iB_08627,TC009290,LG7,II,20,,50,Low
iB_08628,TC009520,LG7,II,30,,50,Low
iB_08629,TC033560,LG7,III,10,,20,Low
iB_08630,TC009282,LG7,II,30,,30,Low
iB_08632,TC009265,LG7,II,0,,40,Low
iB_08634,TC009544,LG7,II,10,,30,Low
iB_08638,TC009560,LG7,II,30,,30,Low
iB_08640,TC009562,LG7,II,30,,30,Low
iB_08643,TC009237,LG7,II,20,,50,Low
iB_08646,TC030547,LG7,II,20,,50,Low
iB_08647,TC009234,LG7,II,30,,40,Low
iB_08654,TC009210,LG7,II,0,,20,Low
iB_08656,TC009595,LG7,II,30,,10,Low
iB_08657,TC030592,LG7,II,10,,50,Low
iB_08658,TC009178,LG7,III,30,,40,Low
iB_08660,TC005184,LGX,II,70,,20,Low
iB_08661,TC009617,LG7,II,50,,60,Low
iB_08662,TC009189,LG7,II,20,,50,Low
iB_08663,TC009615,LG7,II,20,,10,Low
iB_08664,TC009613,LG7,II,20,,30,Low
iB_08666,TC009201,LG7,II,40,,20,Low
iB_08667,TC009202,LG7,II,10,,30,Low
iB_08668,TC009606,LG7,II,10,,60,Low
iB_08671,TC009630,LG7,II,10,,10,Low
iB_08674,TC005187,LGX,II,10,,10,Low
iB_08675,TC009675,LG7,II,100,,100,Yes
iB_08676,TC009673,LG7,III,60,,10,Low
iB_08683,TC015915,LG7,II,10,,0,Low
iB_08684,TC015914,LG7,II,10,,80,Low
iB_08685,TC015939,LG7,II,20,,60,Low
iB_08686,TC033620,LG7,II,60,,100,Low
iB_08691,TC009139,LG7,II,10,,20,Low
iB_08694,TC033624,LG7,II,0,,0,Low
iB_08695,TC033626,LG7,II,20,,70,Low
iB_08696,TC010833,LGX,II,20,,50,Low
iB_08697,TC009129,LG7,II,10,,30,Low
iB_08703,TC010818,LGX,II,10,,60,Low
iB_08704,TC030549,LG7,II,10,,0,Low
iB_08706,TC033657,LG7,II,0,,50,Low
iB_08707,TC011198,LG7,II,10,,40,Low
iB_08709,TC013296,LG7,II,0,,50,Low
iB_08710,TC034783,LG7,II,20,,60,Low
iB_08712,TC009731,LG7,II,20,,0,Low
iB_08715,TC016372,LG7,II,20,,40,Low
iB_08717,TC016352,LG7,II,0,,10,Low
iB_08718,TC016380,LG7,II,0,,20,Low
iB_08719,TC033673,LG7,II,10,,40,Low
iB_08721,TC009085,LG7,II,10,,30,Low
iB_08722,TC010805,LGX,II,20,,30,Low
iB_08725,TC009772,LG7,III,50,,30,Low
iB_08727,TC009049,LG7,III,80,,100,Low
iB_08730,TC009789,LG7,II,0,,20,Low
iB_08731,TC033693,LG7,II,10,,0,Low
iB_08732,TC009796,LG7,II,40,,10,Low
iB_08734,TC009803,LG7,II,10,,0,Low
iB_08736,TC009809,LG7,II,0,,0,Low
iB_08737,TC009818,LG7,II,0,,30,Low
iB_08739,TC009836,LG7,II,0,,10,Low
iB_08741,TC030102,LG7,III,30,,10,Low
iB_08742,TC033708,LG7,II,0,,10,Low
iB_08743,TC009000,LG7,II,0,,10,Low
iB_08744,TC033712,LG7,II,10,,10,Low
iB_08745,TC030702,LG7,II,20,,100,Low
iB_08747,TC008996,LG7,II,0,,10,Low
iB_08748,TC033713,LG7,II,0,,10,Low
iB_08749,TC033715,LG7,II,10,,0,Low
iB_08750,TC033716,LG7,II,0,,50,Low
iB_08752,TC009872,LG7,II,0,,20,Low
iB_08758,TC008923,LG7,II,0,,20,Low
iB_08759,TC034808,LG7,II,10,,0,Low
iB_08760,TC033755,LG7,II,80,,10,Low
iB_08761,TC008914,LG7,II,30,,30,Low
iB_08762,TC033757,LG7,II,10,,30,Low
iB_08763,TC010857,LGX,II,30,,30,Low
iB_08764,TC009935,LG7,II,70,,30,Low
iB_08767,TC008904,LG7,II,70,,20,Low
iB_08771,TC033775,LG7,II,50,,0,Low
iB_08772,TC033776,LG7,II,20,,0,Low
iB_08773,TC009979,LG7,II,100,,100,Yes
iB_08774,TC009982,LG7,II,30,,20,Low
iB_08779,TC008832,LG7,II,50,,20,Low
iB_08781,TC008829,LG7,II,100,,100,Yes
iB_08782,TC010001,LG7,II,40,,20,Low
iB_08784,TC033797,LG7,II,60,,20,Low
iB_08789,TC010028,LG7,III,20,,30,Low
iB_08790,TC008796,LG7,II,30,,20,Low
iB_08793,TC008787,LG7,II,30,,10,Low
iB_08796,TC010871,LGX,II,10,,50,Low
iB_08797,TC008778,LG7,II,30,,20,Low
iB_08799,TC010058,LG7,II,20,,30,Low
iB_08800,TC008758,LG7,II,0,,10,Low
iB_08805,TC033835,LG7,II,10,,10,Low
iB_08806,TC008623,LG7,III,60,,50,Low
iB_08808,TC008635,LG7,II,40,,10,Low
iB_08809,TC008637,LG7,II,30,,0,Low
iB_08810,TC033843,LG7,III,50,,10,Low
iB_08813,TC010162,LG7,II,40,,0,Low
iB_08814,TC008669,LG7,II,40,,10,Low
iB_08816,TC010153,LG7,II,30,,20,Low
iB_08818,TC010140,LG7,II,30,,30,Low
iB_08819,TC010138,LG7,II,70,,20,Low
iB_08820,TC010127,LG7,II,50,,10,Low
iB_08821,TC008701,LG7,II,30,,20,Low
iB_08823,TC010114,LG7,II,0,,0,Low
iB_08824,TC033867,LG7,II,20,,10,Low
iB_08829,TC008734,LG7,II,10,,30,Low
iB_08830,TC010767,LGX,II,30,,10,Low
iB_08834,TC008610,LG7,II,40,,40,Low
iB_08841,TC033919,LG8,II,10,,0,Low
iB_08845,TC033929,LG8,II,50,,40,Low
iB_08846,TC033934,LG8,II,0,,50,Low
