OrthoID,seq_id,sample,gender,species,chrom_num,chrom_name,Current_TMM,positive_robust_TMM
OG0014776,T_conf_DN165_c1_g1_i1.p2.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",23.21841028,1.3054030211200371
OG0014777,T_conf_DN165_c1_g1_i2.p2.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",8.525117494,0.527591564382327
OG0011692,T_conf_DN1662_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,9.119485089,0.5590553030852767
OG0012914,T_conf_DN1665_c0_g1_i15.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,70.92572825,3.8308613392617166
OG0010461,T_conf_DN16678_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,4.490655536,0.31402127905494026
OG0015063,T_conf_DN1668_c0_g1_i4.p1.p1,T_conf_F2,Female,T_conf,LG9,Autosome,7.986361274,0.49907169709267635
OG0012500,T_conf_DN1669_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,28.22000459,1.570169905774978
OG0013155,T_conf_DN166_c0_g1_i1.p4.p1,T_conf_F2,Female,T_conf,LG7,Autosome,20.52655465,1.1629056123096124
OG0012356,T_conf_DN166_c0_g1_i1.p5.p1,T_conf_F2,Female,T_conf,LG7,Autosome,57.54993907,3.1227939088607353
OG0014975,T_conf_DN16738_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,1.098448322,0.1344497103735136
OG0013637,T_conf_DN16747_c0_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,0.605243032,0.10834114977563569
OG0013353,T_conf_DN16757_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LGX,X,15.93266255,0.9197210546724406
OG0010564,T_conf_DN1678_c1_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,15.35669011,0.8892310910460415
OG0012780,T_conf_DN1679_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,15.6263736,0.9035071904384714
OG0013385,T_conf_DN167_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,48.2990644,2.633085005079371
OG0013478,T_conf_DN16806_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,0.023591462,0.0775505528982261
OG0014395,T_conf_DN16842_c0_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LGX,X,0.069320884,0.07997130833130939
OG0010838,T_conf_DN1684_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,30.95579535,1.7149930864845255
OG0009877,T_conf_DN1685_c0_g3_i1.p2.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",12.59399209,0.7429835342349465
OG0011573,T_conf_DN16893_c0_g2_i1.p1.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",0.318962449,0.09318645841121154
OG0011743,T_conf_DN1691_c0_g1_i8.p1.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",22.57207809,1.271188458764118
OG0010746,T_conf_DN1693_c0_g1_i10.p1.p1,T_conf_F2,Female,T_conf,LG6,Autosome,18.63389957,1.0627150814110862
OG0014474,T_conf_DN1694_c0_g1_i2.p2.p1,T_conf_F2,Female,T_conf,LG4,Autosome,12.47572034,0.7367226420375167
OG0012016,T_conf_DN1694_c0_g1_i4.p1.p1,T_conf_F2,Female,T_conf,LG4,Autosome,19.70413023,1.1193693440616692
OG0015050,T_conf_DN1696_c0_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LG4,Autosome,10.02538848,0.6070106556723235
